Code	Itemname
2423	Sulpha drugs, uncompounded, manufacturing
2423	Sulphonamides, uncompounded, manufacturing
2423	Suppositories, manufacturing
2423	Surgical bandages (including medicated), manufacturing
2423	Surgical dressings, manufacturing
2423	Surgical gauze, manufacturing
2423	Surgical sponges for hospital surgery
2423	Sutures, manufacturing
2423	Sutures, pneumatic, manufacturing
2423	Swabs, sanitary cotton, manufacturing
2423	Tape, medical adhesive, manufacturing
2423	Technetium medicinal preparations, manufacturing
2423	Tetracycline, uncompounded, manufacturing
2423	Theobromine and derivatives (i.e., basic chemicals), manufacturing
2423	Thyroid preparations, manufacturing
2423	Tincture of iodine preparations, manufacturing
2423	Toxoids (e.g., diphtheria, tetanus), manufacturing
2423	Tranquilizers preparations, manufacturing
2423	Tuberculin (i.e., tuberculo-protein derived), manufacturing
2423	Underpads and incontinence pads, manufacturing
2423	Vaccines (i.e., bacterial, virus), manufacturing
2423	Vegetable alkaloids (e.g., caffeine, codeine, morphine, nicotine), basic chemicals, manufacturing
2423	Vermifuge preparations, manufacturing
2423	Veterinary medicinal preparations, manufacturing
2423	Viral in-vitro diagnostic test substances, manufacturing
2423	Virus vaccines, manufacturing
2423	Vitamin preparations, manufacturing
2423	Vitamins and health food preparations, manufacturing
2423	Vitamins, uncompounded, manufacturing
2423	Water decontamination or purification tablets, manufacturing
2423	Zinc oxide medicinal preparations, manufacturing
2424	After-shave preparations, manufacturing
2424	Air fresheners, manufacturing
2424	Ammonia, household type, manufacturing
2424	Anti-perspirants, personal, manufacturing
2424	Automobile polishes and cleaners, manufacturing
2424	Baby powder and baby oil, manufacturing
2424	Bar soaps, manufacturing
2424	Bath salts, manufacturing
2424	Beeswax polishes and waxes, manufacturing
2424	Bleaches, formulated for household use, manufacturing
2424	Blending and compounding perfume bases
2424	Bluing, manufacturing
2424	Blushes, face, manufacturing
2424	Brass polishes, manufacturing
2424	Bubble bath preparations, manufacturing
2424	Buffing compounds, manufacturing
2424	Cleaners, household type (e.g., oven, toilet bowl, window), manufacturing
2424	Cleaning and polishing preparations, manufacturing
2424	Cloths, dusting and polishing, chemically treated, manufacturing
2424	Colognes, manufacturing
2424	Compounds, sweeping, manufacturing
2424	Copper cleaners, manufacturing
2424	Cosmetic creams, lotions and oils, manufacturing
2424	Degreasing preparations for machinery parts, manufacturing
2424	Degreasing preparations, household type, manufacturing
2424	Dental floss, manufacturing
2424	Dentifrices, manufacturing
2424	Denture adhesives, manufacturing
2424	Denture cleaners, effervescent, manufacturing
2424	Deodorants (except personal), manufacturing
2424	Deodorants, personal, manufacturing
2424	Depilatory preparations, manufacturing
2424	Detergents (e.g., dishwashing, industrial, laundry), manufacturing
2424	Dishwasher detergents, manufacturing
2424	Disinfectants, household type and industrial, manufacturing
2424	Drain pipe cleaners, manufacturing
2424	Drycleaning preparations, manufacturing
2424	Dusting cloths, chemically treated, manufacturing
2424	Dyes, hair, manufacturing
2424	Engine degreasers, manufacturing
2424	Eye make-up (e.g., eye shadow, eyebrow pencils, mascara), manufacturing
2424	Fabric softeners, manufacturing
2424	Face creams (e.g., cleansing, moisturizing), manufacturing
2424	Floor polishes and waxes, manufacturing
2424	Foundations (i.e., make-up), manufacturing
2424	Furniture polishes and waxes, manufacturing
2424	Glass and tile cleaning preparations, manufacturing
2424	Glycerin (i.e., glycerol), natural, manufacturing
2424	Hair colouring preparations, manufacturing
2424	Hair preparations (e.g., conditioners, dyes, rinses, shampoos), manufacturing
2424	Hair sprays, manufacturing
2424	Hand cleansers, manufacturing
2424	Hand lotions, manufacturing
2424	Hand soaps (e.g., hard, liquid, soft), manufacturing
2424	Ink eradicators, manufacturing
2424	Kitchen degreasing and cleaning preparations, manufacturing
2424	Laundry bleaches, formulated for household use, manufacturing
2424	Laundry soap, chips and powder, manufacturing
2424	Lipsticks, manufacturing
2424	Lotions (e.g., body, face, hand), manufacturing
2424	Make-up (i.e., cosmetics), manufacturing
2424	Manicure preparations, manufacturing
2424	Mechanics' hand soaps and pastes, manufacturing
2424	Metal polishes (i.e., tarnish removers), manufacturing
2424	Mouthwashes (except medicinal), manufacturing
2424	Nail polish removers, manufacturing
2424	Nail polishes, manufacturing
2424	Oven cleaners, manufacturing
2424	Pads, soap impregnated scouring, metal, manufacturing
2424	Perfumes, manufacturing
2424	Permanent wave preparations, manufacturing
2424	Polishes (e.g., automobile, furniture, metal, shoe), manufacturing
2424	Polishing preparations, manufacturing
2424	Potpourri, manufacturing
2424	Powder (e.g., baby, body, face, talcum, toilet), manufacturing
2424	Presoaks, manufacturing
2424	Recycling drycleaning fluids
2424	Recycling services for degreasing solvents (e.g., engine, machine part)
2424	Rouge, cosmetic, manufacturing
2424	Rug cleaning preparations, manufacturing
2424	Rust removers, manufacturing
2424	Sachet, scented, manufacturing
2424	Saddle soaps, manufacturing
2424	Scouring cleansers (e.g., pastes, powders), manufacturing
2424	Scouring pads, soap impregnated, manufacturing
2424	Shampoos and conditioners, hair, manufacturing
2424	Shaving preparations (e.g., creams, gels, lotions, powders), manufacturing
2424	Shoe polishes and cleaners, manufacturing
2424	Silver polishes, manufacturing
2424	Soap-impregnated steel wool pads, manufacturing
2424	Soaps (e.g., bar, chip, powder), manufacturing
2424	Solvents recovery service, on a contract or fee basis
2424	Soot removing chemicals, manufacturing
2424	Spot removers (except laundry presoaks), manufacturing
2424	Sunscreen lotions and oils, manufacturing
2424	Suntan lotions and oils, manufacturing
2424	Sweeping compounds, absorbent, manufacturing
2424	Talcum powders, manufacturing
2424	Tints, dyes and rinses, hair, manufacturing
2424	Toilet bowl cleaners, manufacturing
2424	Toilet preparations (e.g., cosmetics, deodorants, perfumes), manufacturing
2424	Toilet water, manufacturing
2424	Toothpastes, gels and tooth powders, manufacturing
2424	Towelettes, premoistened, manufacturing
2424	Tub and tile cleaning preparations, manufacturing
2424	Wallpaper cleaners, manufacturing
2424	Waterless hand soaps, manufacturing
2424	Wax removers, manufacturing
2424	Waxes, polishing (e.g., floor, furniture), manufacturing
2424	Window cleaning preparations, manufacturing
2429	Acids, fatty (e.g., margaric, oleic, stearic), manufacturing
2429	Activated carbon and charcoal, manufacturing
2429	Activated clays, earths and other mineral products, manufacturing
2429	Additive preparations for gasoline (e.g., anti-knock preparations, detergents, gum inhibitors), manufacturing
2429	Adhesives (except asphalt, dental, gypsum-based), manufacturing
2429	Aerosol tire inflators, manufacturing
2429	Amatols, manufacturing
2429	Anise oil, manufacturing
2429	Anti-freeze recycling
2429	Anti-scaling compounds, manufacturing
2429	Antifreeze preparations, manufacturing
2429	Assistants, textile and leather finishing, manufacturing
2429	Audio tape, blank, manufacturing
2429	Azides explosive materials, manufacturing
2429	Barbecue starter fluids, manufacturing
2429	Bay oil, manufacturing
2429	Blank tapes, audio and video, manufacturing
2429	Blasting accessories (e.g., blasting caps, fuses, ignitors, squibbs), manufacturing
2429	Blasting powders, manufacturing
2429	Blueprint and whiteprint sensitized paper, manufacturing
2429	Brake fluid, synthetic, manufacturing
2429	Caps for toy pistols, manufacturing
2429	Caps, blasting and detonating, manufacturing
2429	Capsules, gelatin, empty, manufacturing
2429	Carbon, activated, manufacturing
2429	Carburetor cleaners, manufacturing
2429	Cedar oil, manufacturing
2429	Cement, rubber, manufacturing
2429	Charcoal, activated, manufacturing
2429	Chemical preparation for treating animal waste
2429	Citronella oil, manufacturing
2429	Clove oil, manufacturing
2429	Compact discs, recordable or re-writable, blank, manufacturing
2429	Computer printer toner cartridges, manufacturing
2429	Computer software tapes and disks, blank, rigid and floppy, manufacturing
2429	Concrete additive preparations (e.g., curing, hardening), manufacturing
2429	Construction adhesives (except asphalt, gypsum-based), manufacturing
2429	Cordite explosive materials, manufacturing
2429	Correction fluids (i.e., typewriter), manufacturing
2429	Crankcase additive preparations, manufacturing
2429	Cutting oils, synthetic, manufacturing
2429	Defoamers and anti-foaming agents, manufacturing
2429	Deicing preparations, manufacturing
2429	Desalination kits, manufacturing
2429	Detonating caps, cords, fuses and primers, manufacturing
2429	Detonators (except ammunition), manufacturing
2429	Detonators, ammunition (i.e., more than 30 mm; more than 1.18 inch), manufacturing
2429	Developers, prepared photographic, manufacturing
2429	Dextrin glues, manufacturing
2429	Diazo (i.e., whiteprint) paper and cloth, sensitized, manufacturing
2429	Diskettes, blank, manufacturing
2429	Distilled water, manufacturing
2429	Drawing inks, manufacturing
2429	Driers, photographic chemical, manufacturing
2429	Dye preparations, clothing, household type, manufacturing
2429	Dynamite, manufacturing
2429	Embalming fluids, manufacturing
2429	Emulsifiers (i.e., surface active agents), manufacturing
2429	Engine starting fluids, manufacturing
2429	Epoxy adhesives, manufacturing
2429	Essential oils, natural, manufacturing
2429	Eucalyptus oil, manufacturing
2429	Explosives, manufacturing
2429	Fascimile machine toner cartridges, manufacturing
2429	Fatty acid esters and amines, manufacturing
2429	Fatty acids (e.g., margaric, oleic, stearic), manufacturing
2429	Film, sensitized (e.g., camera, motion picture, X-ray), manufacturing
2429	Finishing agents, textile and leather, manufacturing
2429	Fire extinguisher chemical preparations, manufacturing
2429	Fire retardant chemical preparations, manufacturing
2429	Fireworks, manufacturing
2429	Fixers, prepared photograph, manufacturing
2429	Flares, manufacturing
2429	Floppy disks, blank, manufacturing
2429	Fluxes (e.g., brazing, galvanizing, soldering, welding), manufacturing
2429	Foundry core oil, wash and wax, manufacturing
2429	Fuses, ammunition (i.e., more than 30 mm; more than 1.18 inch), manufacturing
2429	Fuses, detonating and safety, manufacturing
2429	Gelatin capsules, empty, manufacturing
2429	Glue (except dental), manufacturing
2429	Grapefruit oil, manufacturing
2429	Graphic arts plates, sensitized, manufacturing
2429	Greases, synthetic lubricating, manufacturing
2429	Gunpowder, manufacturing
2429	Hard drive media, manufacturing
2429	Head cleaners for magnetic tape equipment, manufacturing
2429	Heat sensitized (i.e., thermal) paper, made from purchased paper
2429	Hydraulic fluids, synthetic, manufacturing
2429	Ice packs, manufacturing
2429	Incense, manufacturing
2429	Indelible inks, manufacturing
2429	India inks manufacturing
2429	Industrial salt, manufacturing
2429	Inhibitors (e.g., corrosion, oxidation, polymerization), manufacturing
2429	Inks, drawing, stamp pad and writing, manufacturing
2429	Insulating oils, manufacturing
2429	Leather finishing assistants, manufacturing
2429	Lemon oil, manufacturing
2429	Lighter fluids (e.g., charcoal, cigarette), manufacturing
2429	Lime oil, manufacturing
2429	Lubricating oils and greases, synthetic, manufacturing
2429	Magnetic and optical media, blank, manufacturing
2429	Magnetic recording media for tapes, cassettes and disks, manufacturing
2429	Magnetic tapes, cassettes and disks, blank, manufacturing
2429	Mannitol hexanitrate explosive materials, manufacturing
2429	Margaric acid, manufacturing
2429	Mercury fulminate explosive material, manufacturing
2429	Mordants, manufacturing
2429	Motion picture film, manufacturing
2429	Motor oils, synthetic, manufacturing
2429	Mucilage adhesives, manufacturing
2429	Napalm, manufacturing
2429	Nitrocellulose explosive materials, manufacturing
2429	Nitroglycerin explosive materials, manufacturing
2429	Nitrostarch explosive materials, manufacturing
2429	Oil additive preparations, manufacturing
2429	Oil spill sorbents, manufacturing
2429	Oils (e.g., cutting, lubricating), synthetic, manufacturing
2429	Oils, essential, manufacturing
2429	Oils, soluble (i.e., textile finishing assistants), manufacturing
2429	Oleic acid (red oil), manufacturing
2429	Optical recording media, blank, manufacturing
2429	Orange oil, manufacturing
2429	Orris oil, manufacturing
2429	Ossein, manufacturing
2429	Packers' fluids, manufacturing
2429	Paper, photographic sensitized, manufacturing
2429	Pastes, adhesive, manufacturing
2429	Penetrants, manufacturing
2429	Penetrating fluids, synthetic, manufacturing
2429	Pentolite explosive materials, manufacturing
2429	Peppermint oil, manufacturing
2429	Photocopying toner cartridges, manufacturing
2429	Photographic chemicals, manufacturing
2429	Photographic film, cloth, paper and plate, sensitized, manufacturing
2429	Photomasks, manufacturing
2429	Photosensitized paper, manufacturing
2429	Picric acid explosive materials, manufacturing
2429	Pipe sealing compounds, manufacturing
2429	Plasticizers, preparations, manufacturing
2429	Plastics-based adhesives, manufacturing
2429	Plumbers' putty, manufacturing
2429	Primers (i.e., more than 30 mm; more than 1.18 inch), ammunition, manufacturing
2429	Putty, plumbers', manufacturing
2429	Pyrotechnics (e.g., flares, flashlight bombs, signals), manufacturing
2429	Radiator additive preparations, manufacturing
2429	Red oil (i.e., oleic acid), manufacturing
2429	Remanufactured toner cartridges for computer printers
2429	Retarders (e.g., flameproofing agents, mildewing agents), manufacturing
2429	Rubber cement, manufacturing
2429	Rubber processing preparations (e.g., accelerators, stabilizers), manufacturing
2429	Rust preventative preparations, manufacturing
2429	Safety fuses, blasting, manufacturing
2429	Salt (except table), manufacturing
2429	Salt (sodium chloride), table, manufacturing
2429	Sealing compounds for pipe threads and joints, manufacturing
2429	Sensitized cloth or paper (e.g., blueprint, photographic), manufacturing
2429	Softeners, leather or textile, manufacturing
2429	Soil testing kits, manufacturing
2429	Spearmint oil, manufacturing
2429	Stabilizers, chemical preparations, manufacturing
2429	Stamp pad ink, manufacturing
2429	Starch glues, manufacturing
2429	Starches, laundry, manufacturing
2429	Stearic acid esters, manufacturing
2429	Stearic acid, manufacturing
2429	Styphnic acid explosive materials, manufacturing
2429	Sugar substitutes (i.e., synthetic sweeteners blended with other ingredients), made from purchased synthetic sweeteners
2429	Swimming pool chemical preparations, manufacturing
2429	Table salt, manufacturing
2429	Tape cleaners, magnetic, computer peripheral equipment, manufacturing
2429	Tapes, magnetic recording (i.e., audio, data, video), blank, manufacturing
2429	Textile finishing assistants, manufacturing
2429	Textile scouring agents, manufacturing
2429	Tile adhesives, manufacturing
2429	Tint and dye preparations, household type (except hair), manufacturing
2429	TNT (trinitrotoluene), manufacturing
2429	Toner cartridges, manufacturing
2429	Toner cartridges, rebuilding
2429	Toners (i.e., for photocopiers, laser printers and similar electrostatic printing devices), manufacturing
2429	Toners (i.e., photographic), manufacturing
2429	Transmission fluids, synthetic, manufacturing
2429	Trinitrotoluene (TNT), manufacturing
2429	Turkey red oil, manufacturing
2429	Video cassettes, blank, manufacturing
2429	Video tapes, blank, manufacturing
2429	Water softeners, manufacturing
2429	Water treatment chemical preparations, manufacturing
2429	Water, distilled, manufacturing
2429	Wetting agents, manufacturing
2429	Wintergreen oil, manufacturing
2429	Writing inks, manufacturing
2429	X-ray films and plates, sensitized, manufacturing
2430	Acetate fibres and filaments, manufacturing
2430	Acrylic fibres and filaments, manufacturing
2430	Acrylonitrile fibres and filaments, manufacturing
2430	Alginate fibres, manufacturing
2430	Anidex fibres and filaments, manufacturing
2430	Artificial fibres and filaments, manufacturing
2430	Casein fibres and filaments, manufacturing
2430	Cellulose acetate fibres and filaments, manufacturing
2430	Cellulosic fibres and filaments, manufacturing
2430	Cellulosic filament yarn, manufacturing
2430	Cellulosic staple fibres, manufacturing
2430	Cigarette tow, cellulosic fibre, manufacturing
2430	Cuprammonium rayon (cupro) filaments, manufacturing
2430	Elastic yarn (including rubber, spandex and other synthetic elastomers), manufacturing
2430	Elastomeric fibres and filaments, manufacturing
2430	Fibres and filaments, artificial, manufacturing
2430	Fibres and filaments, cellulosic, manufacturing and texturizing
2430	Fibres and filaments, man-made, manufacturing
2430	Fibres and filaments, non-cellulosic, manufacturing and texturizing
2430	Fibres and filaments, synthetic, manufacturing
2430	Filament yarn, man-made, manufacturing
2430	Fluorocarbon fibres and filaments, manufacturing
2430	Linear esters fibres and filaments, manufacturing
2430	Man-made cellulosic fibres, manufacturing
2430	Man-made fibres and filaments (except cellulosic), manufacturing
2430	Man-made fibres and filaments, manufacturing
2430	Modacrylic fibres and filaments, manufacturing
2430	Nitrocellulose fibres, manufacturing
2430	Non-cellulosic fibres and filaments, manufacturing
2430	Non-cellulosic filament yarn, manufacturing
2430	Non-cellulosic staple fibres and filaments, manufacturing
2430	Nylon fibres and filaments, manufacturing
2430	Olefin fibres and filaments, manufacturing
2430	Organic fibres and filaments (except cellulosic), manufacturing
2430	Polyamide (e.g., nylon) fibres and filaments, manufacturing
2430	Polyester fibres and filaments, manufacturing
2430	Polyethylene terephathalate (PET) fibres and filaments, manufacturing
2430	Polyolefin fibres and filaments, manufacturing
2430	Polypropylene fibres and filaments, manufacturing
2430	Polyurethane fibres and filaments, manufacturing
2430	Polyvinyl ester fibres and filaments, manufacturing
2430	Polyvinylidene chloride (i.e., saran) fibres and filaments, manufacturing
2430	Protein fibres and filaments, manufacturing
2430	Rayon fibres and filaments, manufacturing
2430	Regenerated cellulosic fibres, manufacturing
2430	Soybean fibres and filaments, manufacturing
2430	Spandex fibre, filaments and yarn, manufacturing
2430	Texturizing cellulosic yarn, made in the same establishment
2430	Texturizing non-cellulosic yarn, made in the same establishment
2430	Throwing cellulosic yarn, made in the same establishment
2430	Throwing non-cellulosic yarn, made in the same establishment
2430	Tri-acetate fibres and yarns, manufacturing
2430	Vinyl fibres and filaments, manufacturing
2430	Vinylidene chloride fibres and filaments, manufacturing
2430	Viscose fibres, bands, strips and yarn, manufacturing
2430	Viscose rayon fibres and filaments, manufacturing
2430	Yarn, cellulosic filament, manufacturing
2430	Yarn, cellulosic filament, manufacturing and texturizing
2430	Yarn, monofilament, man-made, manufacturing
2430	Yarn, monofilament, man-made, manufacturing and texturizing
2430	Yarn, non-cellulosic fibres and filaments, manufacturing
2430	Yarn, non-cellulosic fibres and filaments, manufacturing and texturizing
2430	Zein fibres and filaments, manufacturing
2511	Aircraft tires, manufacturing
2511	Camelback (i.e., retreading materials), manufacturing
2511	Inner tubes, manufacturing
2511	Motor vehicle tires, manufacturing
2511	Rebuilding tires
2511	Recapping tires
2511	Retreading materials, tire, manufacturing
2511	Retreading tires
2511	Tire retreading, recapping or rebuilding
2511	Tires (e.g., pneumatic, semi-pneumatic, solid rubber), manufacturing
2511	Tires, solid rubber, manufacturing
2511	Tread rubber (i.e., camelback), manufacturing
2511	Tubes, inner, manufacturing
2519	Aprons, vulcanized rubber and rubberized fabric, manufacturing
2519	Baby pants, vulcanized rubber and rubberized fabric, manufacturing
2519	Balloons, rubber, manufacturing
2519	Bath mats, rubber, manufacturing
2519	Bathing caps, rubber, manufacturing
2519	Belting, rubber (e.g., conveyor, elevator, transmission), manufacturing
2519	Birth control devices (i.e., diaphragms, prophylactics), rubber, manufacturing
2519	Bottles, rubber, manufacturing
2519	Brushes, rubber, manufacturing
2519	Bushings, rubber, manufacturing
2519	Capes, waterproof (e.g., plastics, rubber, similar materials), cut and sewn from purchased fabric
2519	Combs, rubber, manufacturing
2519	Condoms, manufacturing
2519	Conveyor belts, rubber, manufacturing
2519	Curlers, hair, rubber, manufacturing
2519	Diaphragms (i.e., birth control devices), rubber, manufacturing
2519	Diving suits, rubber, manufacturing
2519	Door mats, rubber, manufacturing
2519	Electricians' gloves, rubber, manufacturing
2519	Erasers, rubber, or rubber and abrasive combined, manufacturing
2519	Extruded, moulded or lathe-cut rubber goods, manufacturing
2519	Fan belts, rubber, manufacturing
2519	Floor coverings, rubber, manufacturing
2519	Floor mats (e.g., bath, door), rubber, manufacturing
2519	Fluid power hose assemblies, manufacturing
2519	Fuel bladders, rubber, manufacturing
2519	Garden hose, rubber, manufacturing
2519	Gaskets, rubber, manufacturing
2519	Gloves (e.g., surgeons', electricians', household), rubber, manufacturing
2519	Grips and handles, rubber, manufacturing
2519	Grommets, rubber, manufacturing
2519	Hair care products (e.g., combs, curlers), rubber, manufacturing
2519	Hairpins, rubber, manufacturing
2519	Handles, rubber, manufacturing
2519	Hard rubber products, not specified elsewhere by process, manufacturing
2519	Hard rubber, manufacturing
2519	Hose and tube assemblies, fluid power (i.e., hydraulic and pneumatic), manufacturing
2519	Hose, reinforced, made from purchased rubber
2519	Hose, rubberized fabric, manufacturing
2519	Hot water bottles, rubber, manufacturing
2519	Hydraulic hose (without fittings), rubber, manufacturing
2519	Jar rings, rubber, manufacturing
2519	Latex foam rubber, manufacturing
2519	Life jackets, inflatable, manufacturing
2519	Life preservers, inflatable, manufacturing
2519	Mats and matting, rubber, manufacturing
2519	Mattress protectors, rubber, manufacturing
2519	Mattresses, air, rubber, manufacturing
2519	Mechanical rubber goods (i.e, extruded, lathe-cut, moulded), manufacturing
2519	Mittens, rubber, manufacturing
2519	Motor mounting rings, rubber, manufacturing
2519	Motor vehicle belts, rubber, manufacturing
2519	Motor vehicle hoses, rubber, manufacturing
2519	Nipples and teething rings, rubber, manufacturing
2519	Oil seals, rubber, manufacturing
2519	Pacifiers, rubber, manufacturing
2519	Packing, rubber, manufacturing
2519	Pants, rubber or rubberized fabric, manufacturing
2519	Pipe, hard rubber, manufacturing
2519	Pneumatic hose, without fittings, rubber or plastic, manufacturing
2519	Printers' blankets, rubber, manufacturing
2519	Printers' rolls, rubber, manufacturing
2519	Prophylactics, rubber, manufacturing
2519	Radiator and heater hoses, rubber, manufacturing
2519	Raincoats, rubber or rubberized fabric, manufacturing
2519	Rods, hard rubber, manufacturing
2519	Rolls and roll coverings (e.g., industrial, papermill, painters', steelmill), rubber, manufacturing
2519	Roofing (i.e., single ply rubber membrane), manufacturing
2519	Rubber bands, manufacturing
2519	Rubber belts and hoses (without fittings), manufacturing
2519	Rubber floor coverings, manufacturing
2519	Rubber gaskets, manufacturing
2519	Rubber gloves, manufacturing
2519	Rubber goods, mechanical (i.e, extruded, lathe-cut, moulded), manufacturing
2519	Rubber packing and sealing devices, manufacturing
2519	Rubber suits (wet suits), manufacturing
2519	Rubberizing fabrics and clothing
2519	Rubberizing fabrics and clothing (except vulcanized)
2519	Sheeting, rubber, manufacturing
2519	Spatulas, rubber, manufacturing
2519	Sponges, rubber, manufacturing
2519	Stair treads, rubber, manufacturing
2519	Stoppers, rubber, manufacturing
2519	Surgeons' gloves, rubber, manufacturing
2519	Thread, rubber (except fabric covered), manufacturing
2519	Timing belts, rubber, manufacturing
2519	Tire repair materials, manufacturing
2519	Transmission belts, rubber, manufacturing
2519	Tubing, rubber (except extruded, lathe-cut, moulded), manufacturing
2519	Tubing, rubber, manufacturing
2519	Underlay, carpet and rug, foam rubber, manufacturing
2519	V-belts, rubber, manufacturing
2519	Vacuum cleaner belts and hoses, rubber, manufacturing
2519	Washers and gaskets, rubber, manufacturing
2519	Water hoses, rubber, manufacturing
2519	Weatherstripping, rubber, manufacturing
2519	Wet suits, rubber, manufacturing
2519	Work gloves and mittens, rubber, manufacturing
2520	ABS (acrylonitrile-butadiene-styrene) pipe, manufacturing
2520	Acrylic film and unlaminated sheet, manufacturing
2520	Awnings, rigid plastic or fibreglass, manufacturing
2520	Badges, plastics, manufacturing
2520	Bags, plastics film, single or multi-wall, manufacturing
2520	Balloons, plastics, manufacturing
2520	Bathroom and toilet accessories, plastics, manufacturing
2520	Bathroom fixtures, plastics, manufacturing
2520	Bathtubs, plastics, manufacturing
2520	Blow moulding of plastics
2520	Bolts, nuts and rivets, plastics, manufacturing
2520	Boot and shoe lasts, plastics, manufacturing
2520	Bottle caps and lids, plastics, manufacturing
2520	Bottles, plastics, manufacturing
2520	Bowls and bowl covers, plastics, manufacturing
2520	Boxes and cases, plastic, manufacturing
2520	Bubble packaging materials, plastics, manufacturing
2520	Building materials (e.g., fascia, panels, siding, soffits), plastics, manufacturing
2520	Building panels, corrugated and flat, plastics, manufacturing
2520	Burial vaults, fibreglass
2520	Bushings, plastics, manufacturing
2520	Casings, sausage, plastics, manufacturing
2520	Casting of plastics
2520	Cellophane adhesive tape, made from purchased materials
2520	Cellophane film or sheet, manufacturing
2520	Cellulosic plastics film and unlaminated sheet, manufacturing
2520	Chemical toilets, plastics, manufacturing
2520	Cigar and cigarette holders, plastics, manufacturing
2520	Closures, plastics, manufacturing
2520	Clothes hangers, plastics, manufacturing
2520	Clothes pins, plastics, manufacturing
2520	Compression moulding of plastics
2520	Containers, plastics (except foam, bottles and bags), manufacturing
2520	Conveyor belts, plastics, manufacturing
2520	Coolers or ice chests, plastics (except foam), manufacturing
2520	Coolers or ice chests, polystrene foam, manufacturing
2520	Counter tops, plastics, manufacturing
2520	Credit and identification card stock, plastics, manufacturing
2520	Cultured marble plumbing fixtures, manufacturing
2520	Cultured marble products (except plumbing fixtures), manufacturing
2520	Cultured stone products (except plumbing fixtures), manufacturing
2520	Cups, plastics (except foam), manufacturing
2520	Cups, polystrene foam, manufacturing
2520	Cushion blocks, foam plastics (except polystyrene), manufacturing
2520	Dinnerware, plastics (except foam), manufacturing
2520	Dinnerware, polystyrene foam, manufacturing
2520	Door mats, plastics, manufacturing
2520	Doors and door frames, plastics, manufacturing
2520	Drinking fountains (except mechanically refrigerated), plastics, manufacturing
2520	Drums, plastics (i.e., containers), manufacturing
2520	Ear stoppers (noise protectors), manufacturing
2520	Expanded plastics (except polystyrene) products, manufacturing
2520	Expanded polystyrene products, manufacturing
2520	Extruding of plastics
2520	Fan belts, plastics, manufacturing
2520	Fibreglass gasket material for wood stoves, manufacturing
2520	Film, plastics (except packaging), manufacturing
2520	Film, plastics, manufacturing
2520	Film, plastics, packaging, manufacturing
2520	Fittings and unions, rigid plastics pipe, manufacturing
2520	Fittings, rigid plastics pipe, manufacturing
2520	Floor coverings, vinyl, manufacturing
2520	Flower pots, plastics, manufacturing
2520	Flush tanks, plastics, manufacturing
2520	Foam covers for garment hangers, manufacturing
2520	Foam plastics products (except polystyrene), manufacturing
2520	Foam polystyrene products, manufacturing
2520	Food containers, foam plastics (except polystyrene), manufacturing
2520	Food containers, polystyrene foam, manufacturing
2520	Food storage bags, plastics film, single or multi-wall, manufacturing
2520	Fourdrinier wires, plastics, manufacturing
2520	Frozen food bags, plastics film, single or multi-wall, manufacturing
2520	Fruit and vegetables, plastics, manufacturing
2520	Garbage containers (except bags), plastics, manufacturing
2520	Garbage or trash bags, plastics film, single or multi-wall, manufacturing
2520	Garden hose, plastics, manufacturing
2520	Grocery bags, plastics film, single or multi-wall, manufacturing
2520	Gutters and down spouts, plastics, manufacturing
2520	Hampers, laundry, plastics, manufacturing
2520	Handles (e.g., brush, tool, umbrella), plastics, manufacturing
2520	Hard hats, manufacturing
2520	Hardware (except motor vehicle), plastics, manufacturing
2520	Hose, reinforced, made from purchased plastics
2520	Hot tubs, plastics or fibreglass, manufacturing
2520	Hydraulic hose (without fittings), plastics, manufacturing
2520	Ice buckets, foam plastics (except polystyrene), manufacturing
2520	Ice buckets, plastics (except foam), manufacturing
2520	Ice buckets, polystyrene foam, manufacturing
2520	Ice chests or coolers, foam plastics (except polystyrene), manufacturing
2520	Ice chests or coolers, plastics (except foam), manufacturing
2520	Ice chests or coolers, polystyrene foam, manufacturing
2520	Identification card stock, plastics, manufacturing
2520	Injection moulding plastic products
2520	Insulation and cushioning, foam plastics (except polystyrene), manufacturing
2520	Insulation and cushioning, polystrene foam, manufacturing
2520	Jars, plastics, manufacturing
2520	Jugs, vacuum, foam plastics (except polystyrene), manufacturing
2520	Jugs, vacuum, polystyrene foam, manufacturing
2520	Kitchen utensils, plastic, manufacturing
2520	Ladders, fibreglass, manufacturing
2520	Laminated plastics plate, rod and sheet, manufacturing
2520	Lamp shades, plastics, manufacturing
2520	Laundry tubs, plastics, manufacturing
2520	Lay flat tubing, plastics, manufacturing
2520	Lens blanks, optical and ophthalmic, plastics, manufacturing
2520	Letters and numerals, plastic, manufacturing
2520	Lifejackets, plastics, manufacturing
2520	Mattresses, air, plastics, manufacturing
2520	Merchandise bags, plastics film, single or multi-wall, manufacturing
2520	Microwaveware, plastics, manufacturing
2520	Mini-blinds, plastic, manufacturing
2520	Motor vehicle belts, plastics, manufacturing
2520	Motor vehicle hoses, plastics, manufacturing
2520	Moulding of plastics
2520	Netting, plastics, manufacturing
2520	Noise protectors, personal, manufacturing
2520	Nozzles, aerosol spray, plastics, manufacturing
2520	Nuts, bolts and rivets, plastics, manufacturing
2520	Organizers for closets, drawers and shelves, plastics, manufacturing
2520	Packaging film, plastics, single or multi-web, manufacturing
